date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,month,log_PM2.5,log_CO,season_Spring,season_Summer,season_Winter,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,AQI_t+1,AQI_t+2,AQI_t+3,AQI_lag_1,AQI_lag_2,AQI_roll_mean_3,AQI_roll_std_3,AQI_diff,AQI_rolling_mean
2025-04-12,74.41666666666667,21.641666666666666,48.38333333333333,15.1125,10.75,379.5416666666667,87.83333333333333,29.46666666666667,65.54166666666667,0.0,4,3.119791866644302,5.941595676343733,True,False,False,False,False,False,False,True,False,61.16666666666666,57.66666666666666,61.125,66.58333333333333,63.91666666666666,67.79166666666667,4.599781093822747,2.6666666666666714,68.30555555555556
2025-04-13,61.16666666666666,15.7625,32.270833333333336,10.575,9.8125,294.4166666666667,78.58333333333333,28.625,72.70833333333333,0.0,4,2.8191442486077967,5.688386789178228,True,False,False,False,False,False,False,False,True,57.66666666666666,61.125,63.66666666666666,74.41666666666667,66.58333333333333,68.30555555555556,5.457750180890956,7.833333333333343,67.3888888888889
2025-04-14,57.66666666666666,15.954166666666666,29.429166666666664,10.45,9.195833333333333,287.1666666666667,76.16666666666667,28.304166666666664,76.29166666666667,0.0,4,2.8305136246596985,5.6635390164552355,True,False,False,False,False,False,False,False,False,61.125,63.66666666666666,59.875,61.16666666666666,74.41666666666667,67.3888888888889,6.6616300418736,-13.250000000000014,64.41666666666667
2025-04-15,61.125,17.745833333333334,37.0,10.483333333333333,9.954166666666667,279.7083333333333,76.95833333333333,28.725,77.08333333333333,0.0,4,2.930971505499181,5.637316170612714,True,False,False,True,False,False,False,False,False,63.66666666666666,59.875,59.91666666666666,57.66666666666666,61.16666666666666,64.41666666666667,8.835298523534869,-3.5,59.986111111111114
2025-04-16,63.66666666666666,18.6625,41.79166666666666,9.9125,9.354166666666666,281.8333333333333,75.20833333333333,29.03333333333333,71.875,0.0,4,2.9787132683843964,5.644857796006171,True,False,False,False,True,False,False,False,False,59.875,59.91666666666666,82.0,61.125,57.66666666666666,59.986111111111114,2.0088058457457305,3.458333333333343,60.81944444444445
2025-04-17,59.875,14.716666666666669,31.425,9.816666666666666,8.570833333333333,276.5416666666667,73.20833333333333,29.375,67.29166666666667,0.0,4,2.7547217204113568,5.625971072065234,True,False,False,False,False,True,False,False,False,59.91666666666666,82.0,152.95833333333334,63.66666666666666,61.125,60.81944444444445,3.0116479123769797,2.541666666666657,61.555555555555564
2025-04-18,59.91666666666666,17.254166666666666,37.516666666666666,9.375,9.675,269.9166666666667,92.91666666666669,28.804166666666664,71.375,0.0,4,2.904393364471907,5.601811270515905,True,False,False,False,False,False,True,False,False,82.0,152.95833333333334,127.375,59.875,63.66666666666666,61.555555555555564,1.9321536151582788,-3.791666666666657,61.15277777777778
2025-04-19,82.0,52.29583333333333,127.28385416666666,9.866666666666664,10.983333333333334,314.2083333333333,105.5,29.975,60.125,0.0,4,3.9758581542574016,5.753233795874511,True,False,False,False,False,False,False,True,False,152.95833333333334,127.375,117.66666666666669,59.91666666666666,59.875,61.15277777777778,2.17719131842233,0.04166666666665719,67.2638888888889
2025-04-20,152.95833333333334,51.3875,127.28385416666666,14.8,11.745833333333332,454.0,99.625,31.27083333333333,40.333333333333336,0.0,4,3.9586680132511898,6.12029741895095,True,False,False,False,False,False,False,False,True,127.375,117.66666666666669,90.875,82.0,59.91666666666666,67.2638888888889,12.761863580097343,22.083333333333343,98.29166666666667
2025-04-21,127.375,45.1,127.28385416666666,18.116666666666667,15.545833333333334,471.9166666666667,100.91666666666669,30.266666666666666,44.583333333333336,0.0,4,3.8308129500026027,6.158919192561603,True,False,False,False,False,False,False,False,False,117.66666666666669,90.875,81.33333333333333,152.95833333333334,82.0,98.29166666666667,48.61328764968582,70.95833333333334,120.77777777777779
2025-04-22,117.66666666666669,34.65,89.41666666666667,19.945833333333333,16.170833333333334,532.8333333333334,97.08333333333331,29.35,59.29166666666666,0.0,4,3.573749146860305,6.280083680381103,True,False,False,True,False,False,False,False,False,90.875,81.33333333333333,71.04166666666667,127.375,152.95833333333334,120.77777777777779,35.936245952354795,-25.583333333333343,132.66666666666669
2025-04-23,90.875,28.83333333333333,81.21249999999999,17.129166666666666,12.283333333333331,440.0416666666667,88.29166666666667,28.96666666666667,66.375,0.0,4,3.3956263366127,6.08913935322102,True,False,False,False,True,False,False,False,False,81.33333333333333,71.04166666666667,80.58333333333333,117.66666666666669,127.375,132.66666666666669,18.23120226729717,-9.708333333333314,111.97222222222224
2025-04-24,81.33333333333333,20.9,44.59583333333333,14.533333333333331,11.075,383.5833333333333,96.0,29.1,69.5,0.0,4,3.086486636822455,5.952160497148952,True,False,False,False,False,True,False,False,False,71.04166666666667,80.58333333333333,85.04166666666667,90.875,117.66666666666669,111.97222222222224,18.90456355349507,-26.791666666666686,96.62500000000001
2025-04-25,71.04166666666667,22.504166666666663,54.17083333333333,14.720833333333331,11.479166666666666,405.2083333333333,86.33333333333333,28.875,75.70833333333333,0.0,4,3.157177710397985,6.006866164281326,True,False,False,False,False,False,True,False,False,80.58333333333333,85.04166666666667,79.20833333333333,81.33333333333333,90.875,96.62500000000001,18.83678987454499,-9.541666666666671,81.08333333333334
2025-04-26,80.58333333333333,25.85,69.31666666666666,18.104166666666668,12.7,369.7083333333333,96.16666666666669,31.1125,56.41666666666666,0.0,4,3.2902658209548736,5.9154155898968215,True,False,False,False,False,False,False,True,False,85.04166666666667,79.20833333333333,62.958333333333336,71.04166666666667,81.33333333333333,81.08333333333334,9.919029830470139,-10.291666666666657,77.65277777777779
2025-04-27,85.04166666666667,28.2125,71.2625,18.65833333333333,11.758333333333333,409.0416666666667,79.54166666666667,30.391666666666666,62.625,0.0,4,3.374596699864976,6.01625878055104,True,False,False,False,False,False,False,False,True,79.20833333333333,62.958333333333336,55.125,80.58333333333333,71.04166666666667,77.65277777777779,5.7376578490330425,9.541666666666657,78.8888888888889
2025-04-28,79.20833333333333,22.23333333333333,47.9,15.3625,10.283333333333331,367.8333333333333,83.0,30.975,59.79166666666666,0.0,4,3.145588029098368,5.910344870822994,True,False,False,False,False,False,False,False,False,62.958333333333336,55.125,56.16666666666666,85.04166666666667,80.58333333333333,78.8888888888889,7.152157470404276,4.458333333333343,81.61111111111113
2025-04-29,62.958333333333336,13.508333333333333,20.39583333333333,12.870833333333332,8.758333333333333,322.3333333333333,90.45833333333331,31.60833333333333,51.66666666666666,0.0,4,2.674723196986143,5.778683782829319,True,False,False,True,False,False,False,False,False,55.125,56.16666666666666,58.708333333333336,79.20833333333333,85.04166666666667,81.61111111111113,3.0494572984047,-5.833333333333343,75.73611111111113
2025-04-30,55.125,14.645833333333334,24.425,11.1125,8.870833333333334,294.75,82.08333333333333,31.05,56.79166666666666,0.0,4,2.7502046408562437,5.689514502858496,True,False,False,False,True,False,False,False,False,56.16666666666666,58.708333333333336,62.083333333333336,62.958333333333336,79.20833333333333,75.73611111111113,11.44380391950708,-16.249999999999993,65.7638888888889
2025-05-01,56.16666666666666,15.679166666666667,25.241666666666664,10.008333333333336,9.066666666666666,282.0833333333333,81.79166666666667,30.22083333333333,65.16666666666667,0.0,5,2.8141604356505825,5.6457413183725835,True,False,False,False,False,True,False,False,False,58.708333333333336,62.083333333333336,62.208333333333336,55.125,62.958333333333336,65.7638888888889,12.284343392813772,-7.833333333333336,58.08333333333334
